03/11/2023 22:35:22, 6
03/11/2023 22:35:23, 74
03/11/2023 22:35:24, 103
03/11/2023 22:35:42, 105
03/11/2023 22:35:43, 113
03/11/2023 22:35:44, 127
03/11/2023 22:35:45, 143
03/11/2023 22:35:46, 162
03/11/2023 22:35:47, 179
03/11/2023 22:35:48, 195
03/11/2023 22:35:49, 209
03/11/2023 22:35:50, 221
03/11/2023 22:35:51, 231
03/11/2023 22:35:52, 239
03/11/2023 22:35:53, 245
03/11/2023 22:35:55, 250
03/11/2023 22:35:56, 253
03/11/2023 22:35:57, 256
03/11/2023 22:35:58, 258
03/11/2023 22:35:59, 259
03/11/2023 22:36:00, 260
03/11/2023 22:36:02, 261
03/12/2023 02:46:37, 264
03/12/2023 02:46:38, 274
03/12/2023 02:46:39, 285
03/12/2023 02:46:40, 296
03/12/2023 02:46:41, 309
03/12/2023 02:46:42, 322
03/12/2023 02:46:43, 334
03/12/2023 02:46:44, 347
03/12/2023 02:46:45, 360
03/12/2023 02:46:46, 373
03/12/2023 02:46:47, 386
03/12/2023 02:46:48, 398
03/12/2023 02:46:49, 410
03/12/2023 02:46:50, 421
03/12/2023 02:46:51, 430
03/12/2023 02:46:52, 437
03/12/2023 02:46:53, 442
03/12/2023 02:46:54, 447
03/12/2023 02:46:55, 452
03/12/2023 02:46:56, 457
03/12/2023 02:46:57, 462
03/12/2023 02:46:58, 466
03/12/2023 02:46:59, 470
03/12/2023 02:47:00, 474
03/12/2023 02:47:01, 478
03/12/2023 02:47:02, 482
03/12/2023 02:47:03, 487
03/12/2023 02:47:04, 493
03/12/2023 02:47:05, 500
03/12/2023 02:47:06, 505
03/12/2023 02:47:07, 509
03/12/2023 02:47:08, 512
03/12/2023 02:47:10, 515
03/12/2023 02:47:11, 517
03/12/2023 02:47:12, 519
03/12/2023 02:47:13, 521
03/12/2023 02:47:14, 522
03/12/2023 02:47:15, 524
03/12/2023 02:47:16, 526
03/12/2023 02:47:17, 529
03/12/2023 02:47:18, 533
03/12/2023 02:47:19, 537
03/12/2023 02:47:20, 541
03/12/2023 02:47:21, 546
03/12/2023 02:47:22, 551
03/12/2023 02:47:23, 555
03/12/2023 02:47:24, 559
03/12/2023 02:47:25, 562
03/12/2023 02:47:26, 564
03/12/2023 02:47:28, 565
03/12/2023 02:47:29, 566
03/12/2023 02:47:30, 567
03/12/2023 02:47:31, 569
03/12/2023 02:47:33, 570
03/12/2023 02:47:34, 571
03/12/2023 02:47:35, 572
03/12/2023 02:47:36, 573
